"trinity_id","gene_symbol","source","source_rank"
"c1465154-g1-i1^sp-Q9UR07-RTF23-SCHPO^sp-Q9C0R2-RTF22-SCHPO^rve","RTF23","embedded",2
"c1465323-g1-i1^sp-B9A014-YU009-HUMAN^sp-Q8CDS7-YU009-MOUSE","YU009","embedded",2
"c1466205-g1-i1^sp-P54811-TERA1-CAEEL^sp-P54812-TERA2-CAEEL^AAA","TERA1","embedded",2
"c1466966-g1-i1^sp-P08548-LIN1-NYCCO^RVT-1","LIN1","embedded",2
"c1470191-g1-i1^sp-P83883-RL36A-RAT^Ribosomal-L44","RL36A","embedded",2
"c1471833-g1-i1^sp-Q75JG8-DPH5-DICDI^TP-methylase^Tm1","DPH5","embedded",2
"c1472507-g1-i1^sp-Q5XI32-CAPZB-RAT^sp-P79136-CAPZB-BOVIN^F-actin-cap-B","CAPZB","embedded",2
"c1472751-g1-i1^sp-P54678-ATC1-DICDI^Cation-ATPase-C^Tm4","ATC1","embedded",2
"c1473967-g1-i1^sp-P21872-PUR2-CHICK^Formyl-trans-N","PUR2","embedded",2
"c1474502-g1-i1^sp-Q9QXT0-CNPY2-MOUSE^DUF3456^sigP","CNPY2","embedded",2
"c1474955-g1-i1^sp-P56384-AT5G3-MOUSE^ATP-synt-C^Tm2","AT5G3","embedded",2
"c1476723-g1-i1^sp-P17742-PPIA-MOUSE^Pro-isomerase","PPIA","embedded",2
"c1478825-g1-i1^sp-O70251-EF1B-MOUSE^EF-1-beta-acid","EF1B","embedded",2
"c1479979-g1-i1^sp-Q04217-DHR1-YEAST^OB-NTP-bind","DHR1","embedded",2
"c1480214-g1-i1^sp-P98088-MUC5A-HUMAN^VWD","MUC5A","embedded",2
"c1484939-g1-i1^sp-Q7ZV90-PIF1-DANRE^sp-A6ZM04-PIF1-YEAS7^PIF1","PIF1","embedded",2
"c1485083-g1-i1^sp-Q9DBG5-PLIN3-MOUSE^Perilipin","PLIN3","embedded",2
"c1485095-g1-i1^sp-O70209-PDLI3-MOUSE^LIM","PDLI3","embedded",2
"c1485508-g1-i1^sp-Q9DCX2-ATP5H-MOUSE^Mt-ATP-synt-D","ATP5H","embedded",2
"c1486754-g1-i1^sp-P18258-TBA1-PARLI^sp-P04105-TBAN-PHYPO^Tubulin-C","TBA1","embedded",2
"c1487542-g1-i1^sp-P47955-RLA1-MOUSE^Ribosomal-60s","RLA1","embedded",2
"c1492553-g1-i1^sp-Q8VFK2-O1002-MOUSE^7tm-1^Tm3","O1002","embedded",2
"c1497528-g1-i1^sp-Q54UU6-KRR1-DICDI^sp-B4G9L6-KRR1-DROPE","KRR1","embedded",2
"c1497611-g1-i1^sp-Q86VH2-KIF27-HUMAN^Kinesin","KIF27","embedded",2
"c1498604-g1-i1^sp-P12815-PDCD6-MOUSE^sp-O75340-PDCD6-HUMAN^EF-hand-8","PDCD6","embedded",2
"c1511502-g1-i1^sp-P41731-CD63-MOUSE^Tetraspannin^Tm4","CD63","embedded",2
"c1511786-g1-i1^sp-Q8I7P9-POL5-DROME^sp-P10394-POL4-DROME","POL5","embedded",2
"c1513529-g1-i1^sp-P62914-RL11-RAT^sp-Q29205-RL11-PIG^Ribosomal-L5","RL11","embedded",2
"c1517381-g1-i1^sp-Q8CFN2-CDC42-RAT^Arf","CDC42","embedded",2
"c1518722-g1-i1^sp-Q9D8T2-GSDMD-MOUSE^Gasdermin","GSDMD","embedded",2
"c151966-g1-i1^sp-Q6PDV7-RL10-RAT^sp-Q4R7Y2-RL10-MACFA^Ribosomal-L16","RL10","embedded",2
"c151966-g1-i2^sp-Q6PDV7-RL10-RAT^Ribosomal-L16","RL10","embedded",2
"c1525309-g1-i1^sp-P62919-RL8-RAT^Ribosomal-L2-C","RL8","embedded",2
"c1527292-g1-i1^sp-Q9XHH2-DNAL1-CHLRE^LRR-4","DNAL1","embedded",2
"c153434-g1-i1^sp-Q5UPJ7-SYY-MIMIV^tRNA-synt-1b","SYY","embedded",2
"c1551658-g1-i1^sp-Q96DT5-DYH11-HUMAN^DHC-N1","DYH11","embedded",2
"c1562875-g1-i1^sp-Q8RY89-PI5K8-ARATH^MORN","PI5K8","embedded",2
"c1563489-g1-i1^sp-P39059-COFA1-HUMAN^sp-O35206-COFA1-MOUSE^Endostatin","COFA1","embedded",2
"c1563606-g1-i1^sp-A7E2I7-T151B-DANRE^Tm2","T151B","embedded",2
"c1566046-g1-i1^sp-Q49SQ3-GPR33-PANTR^7tm-1^Tm5","GPR33","embedded",2
"c1566149-g1-i1^sp-P08548-LIN1-NYCCO^Tm1","LIN1","embedded",2
"c1566451-g1-i1^sp-O13956-TSR1-SCHPO^sp-Q9VP47-TSR1-DROME^AARP2CN","TSR1","embedded",2
"c1566750-g1-i1^sp-Q96WV6-YHU2-SCHPO^Tm1","YHU2","embedded",2
"c1567354-g1-i1^sp-Q9P7M0-YOS3-SCHPO^sp-Q55G83-ABKC-DICDI^ABC1^Tm2","YOS3","embedded",2
"c1567450-g1-i1^sp-Q7Z7M0-MEGF8-HUMAN^CUB^Tm1","MEGF8","embedded",2
"c1567856-g1-i1^sp-Q5RJR4-ZN467-RAT^sp-P10072-HKR1-HUMAN^zf-C2H2","ZN467","embedded",2
"c1568100-g1-i1^sp-Q6CPK7-KAPR-KLULA^cNMP-binding^Tm1","KAPR","embedded",2
"c1568111-g1-i1^sp-P42593-FADH-ECOLI^Oxidored-FMN","FADH","embedded",2
"c1568277-g1-i1^sp-Q9UR07-RTF23-SCHPO^sp-Q09575-YRD6-CAEEL","RTF23","embedded",2
"c1568810-g1-i1^sp-P38072-SCO2-YEAST^sp-P23833-SCO1-YEAST^SCO1-SenC","SCO2","embedded",2
"c1569137-g1-i1^sp-P11369-POL2-MOUSE^Exo-endo-phos","POL2","embedded",2
"c1569305-g1-i1^sp-Q03278-PO21-NASVI^RVT-1","PO21","embedded",2
"c1570610-g1-i1^sp-Q8LPJ4-AB2E-ARATH^RLI","AB2E","embedded",2
"c1571373-g1-i1^sp-O70570-PIGR-MOUSE^V-set^Tm1","PIGR","embedded",2
"c1571883-g1-i1^sp-P62856-RS26-RAT^Ribosomal-S26e","RS26","embedded",2
"c1571968-g1-i1^sp-Q6C982-ARP6-YARLI^Actin","ARP6","embedded",2
"c1573142-g1-i1^sp-P62282-RS11-RAT^Ribosomal-S17","RS11","embedded",2
"c1573242-g1-i1^sp-P59845-VACHB-DANRE^Tm4","VACHB","embedded",2
"c1573518-g1-i1^sp-Q8SRI2-GFA1-ENCCU^sp-P14742-GFA1-YEAST^SIS","GFA1","embedded",2
"c1574383-g1-i1^sp-P03958-ADA-MOUSE^A-deaminase","ADA","embedded",2
"c1574582-g1-i1^sp-Q54ZR7-SRPR-DICDI^sp-Q5RJU0-SNF8-XENTR^EAP30","SRPR","embedded",2
"c1575101-g1-i1^sp-Q28DP6-PAX3-XENTR^sp-O08934-UNC4-MOUSE^Homeobox","PAX3","embedded",2
"c15752-g1-i1^sp-Q7RTU9-STRC-HUMAN^sp-Q8VIM6-STRC-MOUSE","STRC","embedded",2
"c1576261-g1-i1^sp-Q13410-BT1A1-HUMAN^V-set^sigP^Tm1","BT1A1","embedded",2
"c1576885-g1-i1^sp-P26040-EZRI-MOUSE^FERM-N","EZRI","embedded",2
"c1578702-g1-i1^sp-P12075-COX5B-RAT^COX5B","COX5B","embedded",2
"c1580474-g1-i1^sp-P08059-G6PI-PIG^PGI","G6PI","embedded",2
"c1581423-g1-i1^sp-Q9JII6-AK1A1-MOUSE^Aldo-ket-red","AK1A1","embedded",2
"c1581479-g1-i1^sp-Q9WV48-SHAN1-RAT^sp-D3YZU1-SHAN1-MOUSE","SHAN1","embedded",2
"c1581691-g1-i1^sp-Q944A9-NPS11-ARATH^sp-O88384-VTI1B-MOUSE^Tm1","NPS11","embedded",2
"c1582239-g1-i1^sp-P84175-RS12-CHICK^Ribosomal-L7Ae","RS12","embedded",2
"c1582373-g1-i1^sp-Q6Q2C2-HYES-PIG^Abhydrolase-5^Tm1","HYES","embedded",2
"c1582433-g1-i1^sp-P62919-RL8-RAT^Ribosomal-L2","RL8","embedded",2
"c1584174-g1-i1^sp-F6RWY9-TM17B-XENTR^sp-Q502E0-TM17A-DANRE^Transmemb-17^Tm3","TM17B","embedded",2
"c1585521-g1-i1^sp-Q9UR07-RTF23-SCHPO^sp-Q05654-RTF21-SCHPO","RTF23","embedded",2
"c1585756-g1-i1^sp-P04323-POL3-DROME^RVT-1","POL3","embedded",2
"c1586081-g1-i1^sp-B9FJ61-SIP2-ORYSJ^sp-Q8TCT9-HM13-HUMAN^Peptidase-A22B^Tm8","SIP2","embedded",2
"c1587187-g1-i1^sp-Q9N0Z6-AT1A1-RABIT^sp-P04074-AT1A1-SHEEP^Cation-ATPase-N^Tm4","AT1A1","embedded",2
"c1589010-g1-i1^sp-Q9UJ72-ANX10-HUMAN^Annexin","ANX10","embedded",2
"c1589019-g1-i1^sp-Q498C8-RER1-RAT^Rer1^Tm3","RER1","embedded",2
"c1589156-g1-i1^sp-Q96DT5-DYH11-HUMAN^MT","DYH11","embedded",2
"c1589594-g1-i1^sp-Q6VTH5-RSPH1-CYPCA^MORN","RSPH1","embedded",2
"c1589907-g1-i1^sp-O60469-DSCAM-HUMAN^sp-Q8VHZ8-DSCAM-RAT^I-set","DSCAM","embedded",2
"c1591415-g1-i1^sp-Q15477-SKIV2-HUMAN^DSHCT","SKIV2","embedded",2
"c1592844-g1-i1^sp-Q09575-YRD6-CAEEL^sp-P10394-POL4-DROME^rve","YRD6","embedded",2
"c1592862-g1-i1^sp-Q9NZV1-CRIM1-HUMAN^sp-Q8AWW5-CRIM1-CHICK^sigP","CRIM1","embedded",2
"c1592937-g1-i1^sp-Q9U9L2-RL8-ANOGA^Ribosomal-L2","RL8","embedded",2
"c1593012-g1-i1^sp-O60145-PPK23-SCHPO^sp-Q9VP22-CDK12-DROME^Pkinase-Tyr","PPK23","embedded",2
"c1594117-g1-i1^sp-Q6X782-ZPBP2-RAT^Sp38^sigP^Tm1","ZPBP2","embedded",2
"c1594771-g1-i1^sp-Q8UW19-RL36-LAPHA^Ribosomal-L36e","RL36","embedded",2
"c1595264-g1-i1^sp-Q54XF2-KGUA-DICDI^Guanylate-kin","KGUA","embedded",2
"c1595962-g1-i1^sp-Q38931-FKB62-ARATH^TPR-11","FKB62","embedded",2
"c159613-g1-i1^sp-Q8R3P0-ACY2-MOUSE^AstE-AspA","ACY2","embedded",2
"c1596497-g1-i1^sp-P63093-GNAS-MESAU^sp-Q6R0H7-GNAS1-MOUSE^G-alpha","GNAS","embedded",2
"c1597412-g1-i1^sp-Q9UKF6-CPSF3-HUMAN^sp-P79101-CPSF3-BOVIN^Beta-Casp","CPSF3","embedded",2
"c1598957-g1-i1^sp-Q9C0G6-DYH6-HUMAN^Dynein-heavy","DYH6","embedded",2
"c1599176-g1-i1^sp-Q28141-DHX9-BOVIN^OB-NTP-bind","DHX9","embedded",2
"c1601308-g1-i1^sp-Q8JG64-PDIA3-CHICK^Thioredoxin^sigP","PDIA3","embedded",2
"c1602648-g1-i1^sp-Q23892-GLUA-DICDI^Glyco-hydro-3-C","GLUA","embedded",2
"c1603347-g1-i1^sp-Q9SF29-SYP71-ARATH^Tm1","SYP71","embedded",2
"c1606229-g1-i1^sp-P28654-PGS2-MOUSE^LRR-8","PGS2","embedded",2
"c1608728-g1-i1^sp-Q9D0C1-RN115-MOUSE^zf-RING-2","RN115","embedded",2
"c1610691-g1-i1^sp-Q03278-PO21-NASVI^RVT-1^Tm1","PO21","embedded",2
"c1614444-g1-i1^sp-Q23651-ELP3-CAEEL^sp-Q5RIC0-ELP3-DANRE^Acetyltransf-1","ELP3","embedded",2
"c1614608-g1-i1^sp-P14115-RL27A-MOUSE^Ribosomal-L18e","RL27A","embedded",2
"c1614811-g1-i1^sp-Q9CAR7-HIR2-ARATH^sp-Q9SRH6-HIR3-ARATH^Band-7^sigP","HIR2","embedded",2
"c1617331-g1-i1^sp-Q8IYJ1-CPNE9-HUMAN^C2","CPNE9","embedded",2
"c1619564-g1-i1^sp-Q92359-YDHE-SCHPO^PUF","YDHE","embedded",2
"c16278-g2-i1^sp-Q8IZQ1-WDFY3-HUMAN^Beach","WDFY3","embedded",2
"c1635278-g1-i1^sp-Q9HAQ2-KIF9-HUMAN^Kinesin","KIF9","embedded",2
"c1636837-g1-i1^sp-P18709-VITA2-XENLA^Vitellogenin-N","VITA2","embedded",2
"c1650692-g1-i1^sp-Q8JZQ5-ABP1-MOUSE^Cu-amine-oxid","ABP1","embedded",2
"c1658056-g1-i1^sp-Q8VGS3-O1019-MOUSE^7tm-1^Tm3","O1019","embedded",2
"c1680651-g1-i1^sp-Q17QR8-HARB1-BOVIN^Plant-tran","HARB1","embedded",2
"c1680931-g1-i1^sp-Q5T7N2-LITD1-HUMAN^Transposase-22","LITD1","embedded",2
"c1680940-g1-i1^sp-Q92620-PRP16-HUMAN^sp-Q17R09-PRP16-BOVIN^Helicase-C","PRP16","embedded",2
"c1680948-g1-i1^sp-P07746-HMGT-ONCMY^HMG-box-2","HMGT","embedded",2
"c1681023-g1-i1^sp-Q8L7A9-AP4E-ARATH^sp-Q9UPM8-AP4E1-HUMAN^Adaptin-N","AP4E","embedded",2
"c1681566-g1-i1^sp-P11369-POL2-MOUSE^RVT-1","POL2","embedded",2
"c1682346-g1-i1^sp-Q8I0F4-LIS1-DICDI^WD40","LIS1","embedded",2
"c1682659-g1-i1^sp-Q9BEA8-TNFL6-PIG^TNF^Tm1","TNFL6","embedded",2
"c1682822-g1-i1^sp-Q13YY3-KTHY-BURXL^sp-B2T436-KTHY-BURPP^Thymidylate-kin","KTHY","embedded",2
"c1682895-g1-i1^sp-A4QNX6-CTL2B-DANRE^sp-Q5XIK8-CTSL2-RAT^NIF","CTL2B","embedded",2
"c1682944-g1-i1^sp-P09019-HXB5-XENLA^sigP","HXB5","embedded",2
"c1684590-g1-i1^sp-Q5DTY9-KCD16-MOUSE^BTB-2","KCD16","embedded",2
"c1685227-g1-i1^sp-Q54DD0-AMPD-DICDI^sp-P50998-AMPD-SCHPO^A-deaminase","AMPD","embedded",2
"c1685775-g1-i1^sp-Q90YM8-CYFP1-DANRE^FragX-IP","CYFP1","embedded",2
"c1685802-g1-i1^sp-P33316-DUT-HUMAN^Tm2","DUT","embedded",2
"c1686352-g1-i1^sp-P05197-EF2-RAT^sp-Q5R8Z3-EF2-PONAB^EFG-IV","EF2","embedded",2
"c1687350-g1-i1^sp-P27615-SCRB2-RAT^CD36^Tm2","SCRB2","embedded",2
"c1687546-g1-i1^sp-Q7LHG5-YI31B-YEAST^sp-Q05654-RTF21-SCHPO","YI31B","embedded",2
"c1687956-g1-i1^sp-Q5EZ72-ENPP7-RAT^Metalloenzyme","ENPP7","embedded",2
"c1688012-g1-i1^sp-P11369-POL2-MOUSE^RVT-1","POL2","embedded",2
"c1688513-g1-i1^sp-Q3ZC15-RCAN2-BOVIN^Calcipressin","RCAN2","embedded",2
"c1688689-g1-i1^sp-Q5ZK03-SC23A-CHICK^Sec23-BS","SC23A","embedded",2
"c1688756-g1-i1^sp-Q54QR2-PSB7-DICDI^sp-Q7DLS1-PSB7B-ARATH^Proteasome^Tm1","PSB7","embedded",2
"c1691336-g1-i1^sp-Q06AV1-NNMT-PIG^NNMT-PNMT-TEMT","NNMT","embedded",2
"c1692519-g1-i1^sp-P11137-MAP2-HUMAN^MAP2-projctn","MAP2","embedded",2
"c1692726-g1-i1^sp-P07229-FRI1-LITCT^sp-P49948-FRIHA-XENLA^Ferritin","FRI1","embedded",2
"c1693127-g1-i1^sp-Q6DDL7-UN93A-XENLA^Tm5","UN93A","embedded",2
"c1694217-g1-i1^sp-Q9LDC0-FKB42-ARATH^TPR-1^Tm1","FKB42","embedded",2
"c1694467-g1-i1^sp-P58073-PTHR-BOVIN^sp-Q9GK30-PTHR-SHEEP^Parathyroid^sigP","PTHR","embedded",2
"c1696335-g1-i1^sp-Q54P70-Y4757-DICDI^OTU","Y4757","embedded",2
"c16964-g1-i1^sp-O00232-PSD12-HUMAN^PCI","PSD12","embedded",2
"c1697219-g1-i1^sp-P70406-UCP2-MOUSE^Mito-carr","UCP2","embedded",2
"c1697299-g1-i1^sp-P04323-POL3-DROME^rve","POL3","embedded",2
"c1697570-g1-i1^sp-Q86IX1-DST1-DICDI^Pkinase","DST1","embedded",2
"c1698267-g1-i1^sp-P16355-RPA1-TRYBB^RNA-pol-Rpb1-5","RPA1","embedded",2
"c1698306-g1-i1^sp-Q6UXC1-AEGP-HUMAN^sp-A2AJA7-AEGP-MOUSE^MAM^Tm1","AEGP","embedded",2
"c1699411-g1-i1^sp-Q9U1M8-MYOI-DICDI^Myosin-head","MYOI","embedded",2
"c1700364-g1-i1^sp-Q9GKE7-CLCN5-PIG^sp-Q9TTU3-CLCN5-RABIT^Voltage-CLC^Tm11","CLCN5","embedded",2
"c1700670-g1-i1^sp-P57773-CXA9-HUMAN^Connexin^sigP^Tm3","CXA9","embedded",2
"c170138-g1-i1^sp-P97429-ANXA4-MOUSE^Annexin","ANXA4","embedded",2
"c1702753-g1-i1^sp-Q1A1A4-FOXG1-PIPRU^sp-Q90964-FOXG1-CHICK^Fork-head","FOXG1","embedded",2
"c1702945-g1-i1^sp-Q05654-RTF21-SCHPO^sp-Q8I7P9-POL5-DROME^RVT-1","RTF21","embedded",2
"c1703201-g1-i1^sp-O43895-XPP2-HUMAN^Peptidase-M24","XPP2","embedded",2
"c1705520-g1-i1^sp-P47911-RL6-MOUSE^Ribosomal-L6e-N","RL6","embedded",2
"c1706069-g1-i1^sp-P41890-SCN1-SCHPO^TatD-DNase","SCN1","embedded",2
"c1706705-g1-i1^sp-Q6Q473-CLCA4-MOUSE^sp-Q9TUB5-CLCA1-PIG^DUF1973","CLCA4","embedded",2
"c1707697-g1-i1^sp-P97390-VPS45-MOUSE^Sec1^sigP","VPS45","embedded",2
"c1707912-g1-i1^sp-P08548-LIN1-NYCCO^Exo-endo-phos","LIN1","embedded",2
"c1709230-g1-i1^sp-P20825-POL2-DROME^sp-Q9UR07-RTF23-SCHPO","POL2","embedded",2
"c1712055-g1-i1^sp-Q2T9U8-NMB-BOVIN^Bombesin^Tm1","NMB","embedded",2
"c1713033-g1-i1^sp-P21329-RTJK-DROFU^RVT-1","RTJK","embedded",2
"c1714308-g1-i1^sp-O75695-XRP2-HUMAN^TBCC","XRP2","embedded",2
"c171566-g1-i1^sp-Q63507-RL14-RAT^sp-A1XQU3-RL14-PIG^Ribosomal-L14e","RL14","embedded",2
"c1716260-g1-i1^sp-Q5DU56-NLRC3-MOUSE^sp-Q7RTR2-NLRC3-HUMAN^LRR-6","NLRC3","embedded",2
"c1716262-g1-i1^sp-P41105-RL28-MOUSE^Ribosomal-L28e","RL28","embedded",2
"c1719455-g1-i1^sp-Q6DRF9-WDR55-DANRE^sp-B3M1G0-WDR55-DROAN^WD40","WDR55","embedded",2
"c1720110-g1-i1^sp-Q95SX7-RTBS-DROME^sp-Q9NBX4-RTXE-DROME","RTBS","embedded",2
"c1721302-g1-i1^sp-P34058-HS90B-RAT^sp-Q76LV1-HS90B-BOVIN^HSP90","HS90B","embedded",2
"c1726504-g1-i1^sp-Q9UR07-RTF23-SCHPO^sp-Q9C0R2-RTF22-SCHPO","RTF23","embedded",2
"c172970-g1-i1^sp-P04323-POL3-DROME^Tm1","POL3","embedded",2
"c1732934-g1-i1^sp-P62083-RS7-RAT^Ribosomal-S7e","RS7","embedded",2
"c1735000-g1-i1^sp-Q9CYK2-QPCT-MOUSE^Peptidase-M28","QPCT","embedded",2
"c173546-g1-i1^sp-Q8BGE9-RL3R1-MOUSE^7tm-1^Tm7","RL3R1","embedded",2
"c173594-g1-i1^sp-P56480-ATPB-MOUSE^ATP-synt-ab-N","ATPB","embedded",2
"c1736329-g1-i1^sp-Q08C72-CWC22-DANRE^sp-Q52KN9-CWC22-XENLA^MIF4G","CWC22","embedded",2
"c1736693-g1-i1^sp-P92188-PSA1-TRYCR^Proteasome-A-N","PSA1","embedded",2
"c173952-g1-i1^sp-P11260-TR22-MOUSE^Transposase-22","TR22","embedded",2
"c1742463-g1-i1^sp-P97501-FMO3-MOUSE^FMO-like^Tm1","FMO3","embedded",2
"c1744316-g1-i1^sp-Q95SX7-RTBS-DROME^sp-Q9NBX4-RTXE-DROME^sigP^Tm1","RTBS","embedded",2
"c1745463-g1-i1^sp-Q5FVN8-WSDU1-RAT^U-box","WSDU1","embedded",2
"c1752009-g1-i1^sp-Q9JKA5-GPA33-MOUSE^V-set","GPA33","embedded",2
"c175351-g1-i1^sp-P11369-POL2-MOUSE^sp-P08548-LIN1-NYCCO^sigP","POL2","embedded",2
"c175435-g1-i1^sp-P53007-TXTP-HUMAN^sp-P79110-TXTP-BOVIN^Mito-carr^sigP","TXTP","embedded",2
"c175659-g1-i1^sp-Q9NZI2-KCIP1-HUMAN^EF-hand-8","KCIP1","embedded",2
"c176463-g2-i1^sp-O74413-AROC-SCHPO^sp-Q12640-AROC-NEUCR^Chorismate-synt","AROC","embedded",2
"c176657-g1-i1^sp-Q09575-YRD6-CAEEL^rve","YRD6","embedded",2
"c17699-g1-i1^sp-Q8WXG8-S100Z-HUMAN^S-100","S100Z","embedded",2
"c177035-g1-i1^sp-Q13972-RGRF1-HUMAN^RasGEF-N","RGRF1","embedded",2
"c1771996-g1-i1^sp-P49840-GSK3A-HUMAN^Pkinase","GSK3A","embedded",2
"c177519-g1-i1^sp-Q9EQH5-CTBP2-RAT^sp-P56545-CTBP2-HUMAN","CTBP2","embedded",2
"c17848-g1-i1^sp-Q9UIK5-TEFF2-HUMAN^Kazal-1^Tm1","TEFF2","embedded",2
"c17926-g1-i1^sp-Q9YGN6-SMUG1-XENLA^UDG","SMUG1","embedded",2
"c17969-g1-i1^sp-Q66KX2-CADM4-XENLA^Ig-2^sigP^Tm1","CADM4","embedded",2
"c179969-g1-i2^sp-Q8K1T0-TMPS3-MOUSE^sp-Q9BYE2-TMPSD-HUMAN^Trypsin^Tm1","TMPS3","embedded",2
"c180293-g1-i1^sp-Q9JJU9-CRBB3-MOUSE^Crystall","CRBB3","embedded",2
"c180955-g1-i1^sp-Q12952-FOXL1-HUMAN^sp-Q64731-FOXL1-MOUSE^Fork-head","FOXL1","embedded",2
"c181501-g1-i1^sp-P21328-RTJK-DROME^RVT-1^Tm1","RTJK","embedded",2
"c182224-g1-i1^sp-Q66S17-NATT3-THANI^DUF3421^sigP","NATT3","embedded",2
"c182432-g1-i1^sp-P11369-POL2-MOUSE^sp-P08548-LIN1-NYCCO","POL2","embedded",2
"c182613-g1-i1^sp-Q87I05-GCSP-VIBPA^Beta-elim-lyase","GCSP","embedded",2
"c183619-g1-i1^sp-Q4QG98-RL18-LEIMA^sp-P50885-RL18-TRYB2^Ribosomal-L18e","RL18","embedded",2
"c185307-g1-i1^sp-Q86TG7-PEG10-HUMAN^RVP-2","PEG10","embedded",2
"c186098-g1-i1^sp-P21329-RTJK-DROFU^RVT-1","RTJK","embedded",2
"c187178-g1-i1^sp-O08710-THYG-MOUSE^sp-P01267-THYG-BOVIN^COesterase","THYG","embedded",2
"c189714-g1-i1^sp-Q9Y6R7-FCGBP-HUMAN^TILa","FCGBP","embedded",2
"c190624-g1-i1^sp-P62246-RS15A-RAT^Ribosomal-S8","RS15A","embedded",2
"c191736-g1-i1^sp-Q3KQG9-PPAT-XENLA^His-Phos-2^sigP^Tm1","PPAT","embedded",2
"c192849-g1-i1^sp-P04323-POL3-DROME^sp-P20825-POL2-DROME^sp-Q05654-RTF21-SCHPO^RVT-1","POL3","embedded",2
"c194270-g1-i2^sp-O75445-USH2A-HUMAN^fn3","USH2A","embedded",2
"c194580-g1-i1^sp-Q8IY21-DDX60-HUMAN^DEAD","DDX60","embedded",2
"c195529-g2-i1^sp-Q9LR78-BSU1-ARATH^sp-Q60EX6-BSL1-ORYSJ^Metallophos","BSU1","embedded",2
"c195611-g1-i1^sp-P04323-POL3-DROME^sp-Q09575-YRD6-CAEEL^sp-P20825-POL2-DROME^RVT-1","POL3","embedded",2
"c19619-g2-i1^sp-Q8BL00-CDHR3-MOUSE^Cadherin^Tm1","CDHR3","embedded",2
"c200497-g1-i1^sp-P04441-HG2A-MOUSE^MHC2-interact^Tm1","HG2A","embedded",2
"c20303-g1-i1^sp-O54991-CNTP1-MOUSE^Laminin-G-2^Tm1","CNTP1","embedded",2
"c204463-g1-i1^sp-P26363-CFTR-XENLA^ABC-membrane^Tm9","CFTR","embedded",2
"c206195-g1-i1^sp-Q5RKL7-S35E4-RAT^UAA^Tm9","S35E4","embedded",2
"c208991-g1-i1^sp-O46631-SHPS1-BOVIN^C1-set^Tm1","SHPS1","embedded",2
"c20945-g1-i1^sp-Q09575-YRD6-CAEEL^rve","YRD6","embedded",2
"c211825-g1-i1^sp-Q96LI6-HSFY1-HUMAN^HSF-DNA-bind","HSFY1","embedded",2
"c212024-g1-i1^sp-Q8VCS0-PGRP2-MOUSE^Amidase-2","PGRP2","embedded",2
"c215628-g1-i1^sp-Q9UJZ1-STML2-HUMAN^sp-Q26630-IDLC-STRPU^Ax-dynein-light^Band-7","STML2","embedded",2
"c216988-g1-i1^sp-Q9H4F1-SIA7D-HUMAN^Glyco-transf-29^Tm1","SIA7D","embedded",2
"c219885-g1-i1^sp-Q6Q311-RS25-SHEEP^sp-Q03409-RS25-DICDI^Ribosomal-S25","RS25","embedded",2
"c219893-g1-i1^sp-P46783-RS10-HUMAN^S10-plectin","RS10","embedded",2
"c220568-g1-i1^sp-P08548-LIN1-NYCCO^sp-P11369-POL2-MOUSE^RVT-1","LIN1","embedded",2
"c221086-g1-i1^sp-Q28BR5-PREP-XENTR^Peptidase-M16","PREP","embedded",2
"c221966-g1-i1^sp-Q6P542-ABCF1-MOUSE^sp-Q9M1H3-AB4F-ARATH^ABC-tran","ABCF1","embedded",2
"c222249-g1-i1^sp-B5YHT8-IF2-THEYD^sp-A1VG83-IF2-DESVV","IF2","embedded",2
"c222509-g1-i1^sp-P62902-RL31-RAT^Ribosomal-L31e","RL31","embedded",2
"c223355-g1-i2^sp-Q14155-ARHG7-HUMAN^sigP","ARHG7","embedded",2
"c227657-g1-i1^sp-P08548-LIN1-NYCCO^Tm1","LIN1","embedded",2
"c228300-g1-i1^sp-P13412-TNNI2-MOUSE^sp-P02643-TNNI2-RABIT^Troponin","TNNI2","embedded",2
"c228407-g1-i1^sp-P68259-GLUC-CHICK^Hormone-2^sigP","GLUC","embedded",2
"c228779-g1-i1^sp-A6NCL7-AN33B-HUMAN^sp-Q3U0L2-AN33B-MOUSE^Ank-2","AN33B","embedded",2
"c230661-g1-i1^sp-A6NCI8-CB078-HUMAN^sp-Q3V0A6-CB078-MOUSE","CB078","embedded",2
"c230940-g1-i1^sp-Q6IRP4-ABHDD-XENLA^DUF818^Tm4","ABHDD","embedded",2
"c231049-g1-i1^sp-Q16538-GP162-HUMAN^7tm-1^Tm7","GP162","embedded",2
"c231553-g1-i1^sp-O95259-KCNH1-HUMAN^PAS-9","KCNH1","embedded",2
"c231924-g1-i1^sp-Q96D59-RN183-HUMAN^zf-RING-2^Tm1","RN183","embedded",2
"c233049-g1-i1^sp-P61354-RL27-RAT^KOW","RL27","embedded",2
"c233206-g1-i1^sp-Q8L7M4-SDN5-ARATH^RNase-T","SDN5","embedded",2
"c233875-g1-i1^sp-Q93009-UBP7-HUMAN^MATH","UBP7","embedded",2
"c235707-g1-i1^sp-Q9D1R9-RL34-MOUSE^Ribosomal-L34e","RL34","embedded",2
"c235879-g1-i1^sp-Q63615-VP33A-RAT^sp-Q27179-CATR2-PARTE^Sec1^sigP","VP33A","embedded",2
